because_CS,0.515895546,Absolute value then sorted from greatest to least,Mean,Median,,because_CS,0.515895546,Filter for words above the mean,because_CS,0.515895546,Get their original values,because_CS,0.515895546,,because_CS,0.515895546,All the positive values,Mean,Median,,because_CS,0.515895546,Filtered words >= to the Mean,,decision_NN,-0.107549152,All the negative values,Mean,Median,,office_NN,-0.179411725,Filtered words <= to the Mean,,,because_CS,Total: 176 Words
choices_NNS,0.16184026,,,,,choices_NNS,0.16184026,,strong_JJ,0.121718904,,choices_NNS,-0.16184026,,strong_JJ,0.121718904,,0.192630528,,,,,,,,,,,,,,,,,,,
right_NN,0.161117033,,,,,right_NN,0.161117033,,end_VB,0.1216305,,right_NN,-0.161117033,,end_VB,0.1216305,,0.192630528,,,,,,,,,,,,,,,,,,,
uniform_NN,0.160899399,,,,,uniform_NN,0.160899399,,around_IN,0.121440069,,uniform_NN,0.160899399,,around_IN,0.121440069,,0.192630528,,,,,,,,,,,,,,,,,,,
much_RB,0.160592969,,,,,much_RB,0.160592969,,union_NN,0.121237846,,much_RB,-0.160592969,,union_NN,0.121237846,,0.192630528,,,,,,,,,,,,,,,,,,,
community_NN,0.160216768,,,,,community_NN,0.160216768,,millions_NNS,0.120854178,,community_NN,0.160216768,,millions_NNS,0.120854178,,0.192630528,,,,,,,,,,,,,,,,,,,
i've_PPSS,0.159949272,,,,,i've_PPSS,0.159949272,,seniors_NNS,0.12045768,,i've_PPSS,0.159949272,,seniors_NNS,0.12045768,,0.192630528,,,,,,,,,,,,,,,,,,,
outstanding_JJ,0.159143487,,,,,outstanding_JJ,0.159143487,,thousands_NNS,0.119098571,,outstanding_JJ,0.159143487,,thousands_NNS,0.119098571,,0.192630528,,,,,,,,,,,,,,,,,,,
political_JJ,0.159125756,,,,,political_JJ,0.159125756,,heard_VBD,0.118289811,,political_JJ,-0.159125756,,heard_VBD,0.118289811,,0.192630528,,,,,,,,,,,,,,,,,,,
much_AP,0.158996854,,,,,much_AP,0.158996854,,woman_NN,0.11828614,,much_AP,-0.158996854,,woman_NN,0.11828614,,0.192630528,,,,,,,,,,,,,,,,,,,
worked_VBD,0.158461518,,,,,worked_VBD,0.158461518,,coming_VBG,0.116443627,,worked_VBD,0.158461518,,coming_VBG,0.116443627,,0.192630528,,,,,,,,,,,,,,,,,,,
again_RB,0.157789589,,,,,again_RB,0.157789589,,her_PP$,0.11641519,,again_RB,-0.157789589,,her_PP$,0.11641519,,0.192630528,,,,,,,,,,,,,,,,,,,
pay_VB,0.157649824,,,,,pay_VB,0.157649824,,bit_NN,0.116321342,,pay_VB,0.157649824,,bit_NN,0.116321342,,0.192630528,,,,,,,,,,,,,,,,,,,
him_PPO,0.157271145,,,,,him_PPO,0.157271145,,far_RB,0.116067056,,him_PPO,-0.157271145,,far_RB,0.116067056,,0.192630528,,,,,,,,,,,,,,,,,,,
used_VBN,0.157240216,,,,,used_VBN,0.157240216,,hear_VB,0.116004037,,used_VBN,-0.157240216,,hear_VB,0.116004037,,0.192630528,,,,,,,,,,,,,,,,,,,
talking_VBG,0.156970777,,,,,talking_VBG,0.156970777,,walk_VB,0.115550546,,talking_VBG,0.156970777,,walk_VB,0.115550546,,0.192630528,,,,,,,,,,,,,,,,,,,
whatever_WDT.,0.156401851,,,,,whatever_WDT.,0.156401851,,since_IN,0.11534866,,whatever_WDT.,-0.156401851,,since_IN,0.11534866,,0.192630528,,,,,,,,,,,,,,,,,,,
sell_VB,0.15625098,,,,,sell_VB,0.15625098,,afghanistan_NP,0.112738616,,sell_VB,-0.15625098,,afghanistan_NP,0.112738616,,0.192630528,,,,,,,,,,,,,,,,,,,
fighting_VBG,0.156174534,,,,,fighting_VBG,0.156174534,,who_WPS,0.112609048,,fighting_VBG,0.156174534,,who_WPS,0.112609048,,0.192630528,,,,,,,,,,,,,,,,,,,
say_VB,0.155945752,,,,,say_VB,0.155945752,,listen_VB,0.112453444,,say_VB,0.155945752,,listen_VB,0.112453444,,0.192630528,,,,,,,,,,,,,,,,,,,
street_NN,0.155762098,,,,,street_NN,0.155762098,,stood_VBD,0.112450348,,street_NN,0.155762098,,stood_VBD,0.112450348,,0.192630528,,,,,,,,,,,,,,,,,,,
investments_NNS,0.155714216,,,,,investments_NNS,0.155714216,,somebody_PN,0.112404758,,investments_NNS,0.155714216,,somebody_PN,0.112404758,,0.192630528,,,,,,,,,,,,,,,,,,,
with_IN,0.155623021,,,,,with_IN,0.155623021,,cuts_NNS,0.112350321,,with_IN,-0.155623021,,cuts_NNS,0.112350321,,0.192630528,,,,,,,,,,,,,,,,,,,
got_VBN,0.155161958,,,,,got_VBN,0.155161958,,regulations_NNS,0.111843089,,got_VBN,0.155161958,,regulations_NNS,0.111843089,,0.192630528,,,,,,,,,,,,,,,,,,,
fight_VB,0.153570797,,,,,fight_VB,0.153570797,,steps_NNS,0.111821139,,fight_VB,-0.153570797,,steps_NNS,0.111821139,,0.192630528,,,,,,,,,,,,,,,,,,,
means_VBZ,0.153551494,,,,,means_VBZ,0.153551494,,about_IN,0.111538842,,means_VBZ,0.153551494,,about_IN,0.111538842,,0.192630528,,,,,,,,,,,,,,,,,,,
only_RB,0.152760814,,,,,only_RB,0.152760814,,local_JJ,0.111368005,,only_RB,-0.152760814,,local_JJ,0.111368005,,0.192630528,,,,,,,,,,,,,,,,,,,
achieve_VB,0.152059781,,,,,achieve_VB,0.152059781,,time_NN,0.110389863,,achieve_VB,-0.152059781,,time_NN,0.110389863,,0.192630528,,,,,,,,,,,,,,,,,,,
recession_NN,0.152046366,,,,,recession_NN,0.152046366,,al_NP,0.110050467,,recession_NN,0.152046366,,al_NP,0.110050467,,0.192630528,,,,,,,,,,,,,,,,,,,
within_IN,0.152028028,,,,,within_IN,0.152028028,,thanks_NNS,0.109462326,,within_IN,-0.152028028,,thanks_NNS,0.109462326,,0.192630528,,,,,,,,,,,,,,,,,,,
national_JJ,0.152027934,,,,,national_JJ,0.152027934,,they_PPSS,0.109429344,,national_JJ,-0.152027934,,they_PPSS,0.109429344,,0.192630528,,,,,,,,,,,,,,,,,,,
under_IN,0.152020965,,,,,under_IN,0.152020965,,says_VBZ,0.108130541,,under_IN,-0.152020965,,says_VBZ,0.108130541,,0.192630528,,,,,,,,,,,,,,,,,,,
renewable_JJ,0.151303761,,,,,renewable_JJ,0.151303761,,like_CS,0.107445486,,renewable_JJ,0.151303761,,like_CS,0.107445486,,0.192630528,,,,,,,,,,,,,,,,,,,
lobbyists_NNS,0.151265962,,,,,lobbyists_NNS,0.151265962,,goes_VBZ,0.106118019,,lobbyists_NNS,0.151265962,,,,,,,,,,,,,,,,,,,,,,,,
nation's_NN$,0.151104585,,,,,nation's_NN$,0.151104585,,putting_VBG,0.105369912,,nation's_NN$,-0.151104585,,,,,,,,,,,,,,,,,,,,,,,,
it's_NP$,0.150693666,,,,,it's_NP$,0.150693666,,eight_CD,0.10497526,,it's_NP$,0.150693666,,,,,,,,,,,,,,,,,,,,,,,,
must_MD,0.150583984,,,,,must_MD,0.150583984,,jobs_NNS,0.104925281,,must_MD,-0.150583984,,,,,,,,,,,,,,,,,,,,,,,,
made_VBN,0.150150312,,,,,made_VBN,0.150150312,,part_NN,0.104206424,,made_VBN,-0.150150312,,,,,,,,,,,,,,,,,,,,,,,,
stake_NN,0.150100753,,,,,stake_NN,0.150100753,,shouldn't_MD,0.103452277,,stake_NN,0.150100753,,,,,,,,,,,,,,,,,,,,,,,,
member_NN,0.149328814,,,,,member_NN,0.149328814,,women_NNS,0.102671293,,member_NN,0.149328814,,,,,,,,,,,,,,,,,,,,,,,,
dream_NN,0.148898894,,,,,dream_NN,0.148898894,,promise_NN,0.101831907,,dream_NN,0.148898894,,,,,,,,,,,,,,,,,,,,,,,,
doesn't_DOZ,0.148454846,,,,,doesn't_DOZ,0.148454846,,company_NN,0.101750453,,doesn't_DOZ,0.148454846,,,,,,,,,,,,,,,,,,,,,,,,
do_DO,0.147917654,,,,,do_DO,0.147917654,,less_AP,0.100663563,,do_DO,0.147917654,,,,,,,,,,,,,,,,,,,,,,,,
infrastructure_NN,0.147903954,,,,,infrastructure_NN,0.147903954,,profits_NNS,0.100619464,,infrastructure_NN,0.147903954,,,,,,,,,,,,,,,,,,,,,,,,
hold_VB,0.147720683,,,,,hold_VB,0.147720683,,help_VB,0.100017806,,hold_VB,-0.147720683,,,,,,,,,,,,,,,,,,,,,,,,
month_NN,0.147486337,,,,,month_NN,0.147486337,,gets_VBZ,0.099919175,,month_NN,0.147486337,,,,,,,,,,,,,,,,,,,,,,,,
personal_JJ,0.14713344,,,,,personal_JJ,0.14713344,,after_CS,0.099063944,,personal_JJ,-0.14713344,,,,,,,,,,,,,,,,,,,,,,,,
lost_VBN,0.146256873,,,,,lost_VBN,0.146256873,,tried_VBD,0.098736927,,lost_VBN,-0.146256873,,,,,,,,,,,,,,,,,,,,,,,,
being_BEG,0.146114599,,,,,being_BEG,0.146114599,,change_VB,0.098565185,,being_BEG,0.146114599,,,,,,,,,,,,,,,,,,,,,,,,
put_VBD,0.145908601,,,,,put_VBD,0.145908601,,cars_NNS,0.098408176,,put_VBD,0.145908601,,,,,,,,,,,,,,,,,,,,,,,,
comes_VBZ,0.145714669,,,,,comes_VBZ,0.145714669,,homes_NNS,0.098238823,,comes_VBZ,0.145714669,,,,,,,,,,,,,,,,,,,,,,,,
something_PN,0.144964036,,,,,something_PN,0.144964036,,get_VB,0.097179393,,something_PN,0.144964036,,,,,,,,,,,,,,,,,,,,,,,,
may_MD,0.144952479,,,,,may_MD,0.144952479,,eliminate_VB,0.096708443,,may_MD,0.144952479,,,,,,,,,,,,,,,,,,,,,,,,
happens_VBZ,0.143730824,,,,,happens_VBZ,0.143730824,,responsible_JJ,0.096130444,,happens_VBZ,0.143730824,,,,,,,,,,,,,,,,,,,,,,,,
decades_NNS,0.143240411,,,,,decades_NNS,0.143240411,,iowa_NP,0.095615245,,decades_NNS,0.143240411,,,,,,,,,,,,,,,,,,,,,,,,
rising_VBG,0.143201816,,,,,rising_VBG,0.143201816,,dreams_NNS,0.094811823,,rising_VBG,-0.143201816,,,,,,,,,,,,,,,,,,,,,,,,
are_BER,0.142834445,,,,,are_BER,0.142834445,,went_VBD,0.094307292,,are_BER,0.142834445,,,,,,,,,,,,,,,,,,,,,,,,
you_PPO,0.142662659,,,,,you_PPO,0.142662659,,sure_RB,0.094037256,,you_PPO,0.142662659,,,,,,,,,,,,,,,,,,,,,,,,
cost_NN,0.142593315,,,,,cost_NN,0.142593315,,cities_NNS,0.093897366,,cost_NN,-0.142593315,,,,,,,,,,,,,,,,,,,,,,,,
applause_NN,0.142577087,,,,,applause_NN,0.142577087,,20_CD,0.093221618,,applause_NN,0.142577087,,,,,,,,,,,,,,,,,,,,,,,,
she_PPS,0.142567678,,,,,she_PPS,0.142567678,,wall_NN,0.092803003,,she_PPS,0.142567678,,,,,,,,,,,,,,,,,,,,,,,,
works_VBZ,0.142085241,,,,,works_VBZ,0.142085241,,story_NN,0.091908814,,works_VBZ,0.142085241,,,,,,,,,,,,,,,,,,,,,,,,
relief_NN,0.141840155,,,,,relief_NN,0.141840155,,he's_PPS,0.091299368,,relief_NN,0.141840155,,,,,,,,,,,,,,,,,,,,,,,,
1_CD,0.141263348,,,,,1_CD,0.141263348,,policies_NNS,0.090833077,,1_CD,0.141263348,,,,,,,,,,,,,,,,,,,,,,,,
out_RP,0.14123718,,,,,out_RP,0.14123718,,overseas_RB,0.090527175,,out_RP,0.14123718,,,,,,,,,,,,,,,,,,,,,,,,
in_IN,0.14056798,,,,,in_IN,0.14056798,,rules_NNS,0.089848959,,in_IN,-0.14056798,,,,,,,,,,,,,,,,,,,,,,,,
right_JJ,0.140481614,,,,,right_JJ,0.140481614,,lost_VBD,0.089715595,,right_JJ,-0.140481614,,,,,,,,,,,,,,,,,,,,,,,,
nuclear_JJ,0.139418473,,,,,nuclear_JJ,0.139418473,,act_NN,0.089698795,,nuclear_JJ,-0.139418473,,,,,,,,,,,,,,,,,,,,,,,,
both_ABX,0.13924501,,,,,both_ABX,0.13924501,,already_RB,0.089334332,,both_ABX,-0.13924501,,,,,,,,,,,,,,,,,,,,,,,,
finally_RB,0.138854689,,,,,finally_RB,0.138854689,,helped_VBD,0.089115826,,finally_RB,0.138854689,,,,,,,,,,,,,,,,,,,,,,,,
trying_VBG,0.138775777,,,,,trying_VBG,0.138775777,,side_NN,0.088941282,,trying_VBG,0.138775777,,,,,,,,,,,,,,,,,,,,,,,,
character_NN,0.138597096,,,,,character_NN,0.138597096,,days_NNS,0.088086053,,character_NN,-0.138597096,,,,,,,,,,,,,,,,,,,,,,,,
compete_VB,0.138510167,,,,,compete_VB,0.138510167,,succeed_VB,0.087757467,,compete_VB,0.138510167,,,,,,,,,,,,,,,,,,,,,,,,
over_IN,0.13838239,,,,,over_IN,0.13838239,,off_RP,0.087469184,,over_IN,0.13838239,,,,,,,,,,,,,,,,,,,,,,,,
where_WRB,0.138174471,,,,,where_WRB,0.138174471,,else_RB,0.087201799,,where_WRB,0.138174471,,,,,,,,,,,,,,,,,,,,,,,,
turn_VB,0.137650959,,,,,turn_VB,0.137650959,,whether_CS,0.08682362,,turn_VB,0.137650959,,,,,,,,,,,,,,,,,,,,,,,,
start_VB,0.137511779,,,,,start_VB,0.137511779,,Year,0.086749999,,start_VB,0.137511779,,,,,,,,,,,,,,,,,,,,,,,,
challenges_NNS,0.137435799,,,,,challenges_NNS,0.137435799,,ahead_RB,0.085939584,,challenges_NNS,0.137435799,,,,,,,,,,,,,,,,,,,,,,,,
led_VBD,0.137359823,,,,,led_VBD,0.137359823,,governor_NN,0.085701842,,led_VBD,0.137359823,,,,,,,,,,,,,,,,,,,,,,,,
i'd_PPSS,0.136455512,,,,,i'd_PPSS,0.136455512,,sector_NN,0.08568645,,i'd_PPSS,0.136455512,,,,,,,,,,,,,,,,,,,,,,,,
research_NN,0.13581962,,,,,research_NN,0.13581962,,pay_NN,0.083671296,,research_NN,0.13581962,,,,,,,,,,,,,,,,,,,,,,,,
fought_VBD,0.13573278,,,,,fought_VBD,0.13573278,,remember_VB,0.083152076,,fought_VBD,0.13573278,,,,,,,,,,,,,,,,,,,,,,,,
trade_NN,0.135718185,,,,,trade_NN,0.135718185,,god_NP,0.082924124,,trade_NN,-0.135718185,,,,,,,,,,,,,,,,,,,,,,,,
have_HV,0.1356719,,,,,have_HV,0.1356719,,hire_VB,0.082643566,,have_HV,-0.1356719,,,,,,,,,,,,,,,,,,,,,,,,
trust_NN,0.135020811,,,,,trust_NN,0.135020811,,poor_JJ,0.082638801,,trust_NN,-0.135020811,,,,,,,,,,,,,,,,,,,,,,,,
administration_NN,0.134743752,,,,,administration_NN,0.134743752,,few_AP,0.082000902,,administration_NN,-0.134743752,,,,,,,,,,,,,,,,,,,,,,,,
great_JJ,0.134504117,,,,,great_JJ,0.134504117,,’_BEM,0.081925745,,great_JJ,-0.134504117,,,,,,,,,,,,,,,,,,,,,,,,
be_BE,0.134472791,,,,,be_BE,0.134472791,,ask_VB,0.081910502,,be_BE,-0.134472791,,,,,,,,,,,,,,,,,,,,,,,,
understand_VB,0.134431232,,,,,understand_VB,0.134431232,,i'm_PPSS,0.081570291,,understand_VB,0.134431232,,,,,,,,,,,,,,,,,,,,,,,,
love_VB,0.134028983,,,,,love_VB,0.134028983,,believe_VB,0.081303958,,love_VB,0.134028983,,,,,,,,,,,,,,,,,,,,,,,,
act_VB,0.133919961,,,,,act_VB,0.133919961,,run_VB,0.081093528,,act_VB,-0.133919961,,,,,,,,,,,,,,,,,,,,,,,,
lot_NN,0.133353816,,,,,lot_NN,0.133353816,,wind_NN,0.081089868,,lot_NN,0.133353816,,,,,,,,,,,,,,,,,,,,,,,,
president_NN,0.133295571,,,,,president_NN,0.133295571,,gas_NN,0.080074948,,president_NN,-0.133295571,,,,,,,,,,,,,,,,,,,,,,,,
well_UH,0.133099265,,,,,well_UH,0.133099265,,going_VBG,0.07960954,,well_UH,0.133099265,,,,,,,,,,,,,,,,,,,,,,,,
interest_NN,0.132902474,,,,,interest_NN,0.132902474,,stop_VB,0.07868592,,interest_NN,-0.132902474,,,,,,,,,,,,,,,,,,,,,,,,
international_JJ,0.132900509,,,,,international_JJ,0.132900509,,right_RB,0.078528563,,international_JJ,-0.132900509,,,,,,,,,,,,,,,,,,,,,,,,
rebuild_VB,0.132830359,,,,,rebuild_VB,0.132830359,,there_RB,0.078467976,,rebuild_VB,0.132830359,,,,,,,,,,,,,,,,,,,,,,,,
to_TO,0.132682396,,,,,to_TO,0.132682396,,most_AP,0.078246193,,to_TO,0.132682396,,,,,,,,,,,,,,,,,,,,,,,,
longer_RBR,0.132128452,,,,,longer_RBR,0.132128452,,aren't_BER,0.078181473,,longer_RBR,-0.132128452,,,,,,,,,,,,,,,,,,,,,,,,
available_JJ,0.131480725,,,,,available_JJ,0.131480725,,hand_NN,0.078008096,,available_JJ,-0.131480725,,,,,,,,,,,,,,,,,,,,,,,,
helping_VBG,0.13093311,,,,,helping_VBG,0.13093311,,math_NN,0.077709684,,helping_VBG,0.13093311,,,,,,,,,,,,,,,,,,,,,,,,
freedom_NN,0.130757861,,,,,freedom_NN,0.130757861,,threats_NNS,0.077526804,,freedom_NN,-0.130757861,,,,,,,,,,,,,,,,,,,,,,,,
wouldn't_MD,0.130286942,,,,,wouldn't_MD,0.130286942,,didn't_DOD,0.076618695,,wouldn't_MD,0.130286942,,,,,,,,,,,,,,,,,,,,,,,,
challenge_NN,0.130012657,,,,,challenge_NN,0.130012657,,haven't_HV,0.076153204,,challenge_NN,-0.130012657,,,,,,,,,,,,,,,,,,,,,,,,
that_WPS,0.129545376,,,,,that_WPS,0.129545376,,biggest_JJT,0.076138588,,that_WPS,0.129545376,,,,,,,,,,,,,,,,,,,,,,,,
home_NR,0.129347011,,,,,home_NR,0.129347011,,war_NN,0.075938532,,home_NR,0.129347011,,,,,,,,,,,,,,,,,,,,,,,,
about_RB,0.129082031,,,,,about_RB,0.129082031,,way_NN,0.075879983,,about_RB,0.129082031,,,,,,,,,,,,,,,,,,,,,,,,
think_VB,0.128418413,,,,,think_VB,0.128418413,,beyond_IN,0.075875487,,think_VB,0.128418413,,,,,,,,,,,,,,,,,,,,,,,,
met_VBD,0.128377314,,,,,met_VBD,0.128377314,,washington_NP,0.075874152,,met_VBD,0.128377314,,,,,,,,,,,,,,,,,,,,,,,,
security_NN,0.128219992,,,,,security_NN,0.128219992,,isn't_BEZ,0.075627109,,security_NN,-0.128219992,,,,,,,,,,,,,,,,,,,,,,,,
education_NN,0.127818186,,,,,education_NN,0.127818186,,paying_VBG,0.074956053,,education_NN,0.127818186,,,,,,,,,,,,,,,,,,,,,,,,
more_AP,0.127742982,,,,,more_AP,0.127742982,,ve_HV,0.074649175,,more_AP,0.127742982,,,,,,,,,,,,,,,,,,,,,,,,
capital_NN,0.127664748,,,,,capital_NN,0.127664748,,seen_VBN,0.074636168,,capital_NN,-0.127664748,,,,,,,,,,,,,,,,,,,,,,,,
manufacturing_VBG,0.127515437,,,,,manufacturing_VBG,0.127515437,,bills_NNS,0.074528864,,manufacturing_VBG,0.127515437,,,,,,,,,,,,,,,,,,,,,,,,
industry_NN,0.12743313,,,,,industry_NN,0.12743313,,continue_VB,0.074198178,,industry_NN,0.12743313,,,,,,,,,,,,,,,,,,,,,,,,
matter_NN,0.126827811,,,,,matter_NN,0.126827811,,no_RB,0.073960063,,matter_NN,0.126827811,,,,,,,,,,,,,,,,,,,,,,,,
struggling_VBG,0.126440059,,,,,struggling_VBG,0.126440059,,plan_NN,0.073369407,,struggling_VBG,0.126440059,,,,,,,,,,,,,,,,,,,,,,,,
markets_NNS,0.126320375,,,,,markets_NNS,0.126320375,,code_NN,0.072929971,,markets_NNS,-0.126320375,,,,,,,,,,,,,,,,,,,,,,,,
mother_NN,0.126071923,,,,,mother_NN,0.126071923,,old_JJ,0.072853971,,mother_NN,0.126071923,,,,,,,,,,,,,,,,,,,,,,,,
leadership_NN,0.125408616,,,,,leadership_NN,0.125408616,,really_RB,0.072317911,,leadership_NN,-0.125408616,,,,,,,,,,,,,,,,,,,,,,,,
deal_NN,0.124974814,,,,,deal_NN,0.124974814,,called_VBD,0.07231043,,deal_NN,0.124974814,,,,,,,,,,,,,,,,,,,,,,,,
streets_NNS,0.124807066,,,,,streets_NNS,0.124807066,,wasn't_BEDZ,0.072112649,,streets_NNS,0.124807066,,,,,,,,,,,,,,,,,,,,,,,,
couldn't_MD,0.124652654,,,,,couldn't_MD,0.124652654,,us_PPO,0.071766749,,couldn't_MD,0.124652654,,,,,,,,,,,,,,,,,,,,,,,,
last_AP,0.124640496,,,,,last_AP,0.124640496,,weeks_NNS,0.071188019,,last_AP,0.124640496,,,,,,,,,,,,,,,,,,,,,,,,
drug_NN,0.124397965,,,,,drug_NN,0.124397965,,another_DT,0.070849387,,drug_NN,-0.124397965,,,,,,,,,,,,,,,,,,,,,,,,
raising_VBG,0.12388414,,,,,raising_VBG,0.12388414,,tonight_NR,0.070550733,,raising_VBG,-0.12388414,,,,,,,,,,,,,,,,,,,,,,,,
free_JJ,0.123532532,,,,,free_JJ,0.123532532,,insurance_NN,0.070433177,,free_JJ,-0.123532532,,,,,,,,,,,,,,,,,,,,,,,,
moment_NN,0.123467099,,,,,moment_NN,0.123467099,,earth_NN,0.070393987,,moment_NN,0.123467099,,,,,,,,,,,,,,,,,,,,,,,,
vote_VB,0.123279424,,,,,vote_VB,0.123279424,,different_JJ,0.070040651,,vote_VB,0.123279424,,,,,,,,,,,,,,,,,,,,,,,,
confidence_NN,0.123264051,,,,,confidence_NN,0.123264051,,politicians_NNS,0.06989686,,confidence_NN,-0.123264051,,,,,,,,,,,,,,,,,,,,,,,,
talk_VB,0.123220587,,,,,talk_VB,0.123220587,,also_RB,0.069838974,,talk_VB,0.123220587,,,,,,,,,,,,,,,,,,,,,,,,
harder_RBR,0.123092212,,,,,harder_RBR,0.123092212,,built_VBN,0.069157265,,harder_RBR,0.123092212,,,,,,,,,,,,,,,,,,,,,,,,
road_NN,0.122784891,,,,,road_NN,0.122784891,,though_CS,0.069044872,,road_NN,0.122784891,,,,,,,,,,,,,,,,,,,,,,,,
market_NN,0.122741396,,,,,market_NN,0.122741396,,year_NN,0.068992978,,market_NN,-0.122741396,,,,,,,,,,,,,,,,,,,,,,,,
than_CS,0.121886377,,,,,than_CS,0.121886377,,did_DOD,0.068940916,,than_CS,-0.121886377,,,,,,,,,,,,,,,,,,,,,,,,
strong_JJ,0.121718904,,,,,strong_JJ,0.121718904,,re_RB,0.068609059,,strong_JJ,0.121718904,,,,,,,,,,,,,,,,,,,,,,,,
end_VB,0.1216305,,,,,end_VB,0.1216305,,child_NN,0.068547622,,end_VB,0.1216305,,,,,,,,,,,,,,,,,,,,,,,,
around_IN,0.121440069,,,,,around_IN,0.121440069,,george_NP,0.068476352,,around_IN,0.121440069,,,,,,,,,,,,,,,,,,,,,,,,
union_NN,0.121237846,,,,,union_NN,0.121237846,,cutting_VBG,0.068234534,,union_NN,0.121237846,,,,,,,,,,,,,,,,,,,,,,,,
millions_NNS,0.120854178,,,,,millions_NNS,0.120854178,,began_VBD,0.067994893,,millions_NNS,0.120854178,,,,,,,,,,,,,,,,,,,,,,,,
seniors_NNS,0.12045768,,,,,seniors_NNS,0.12045768,,tomorrow_NR,0.067852816,,seniors_NNS,0.12045768,,,,,,,,,,,,,,,,,,,,,,,,
spending_VBG,0.119473344,,,,,spending_VBG,0.119473344,,fair_JJ,0.067257862,,spending_VBG,-0.119473344,,,,,,,,,,,,,,,,,,,,,,,,
thousands_NNS,0.119098571,,,,,thousands_NNS,0.119098571,,’_NIL,0.066661795,,thousands_NNS,0.119098571,,,,,,,,,,,,,,,,,,,,,,,,
goal_NN,0.118977445,,,,,goal_NN,0.118977445,,democrats_NPS,0.066330837,,goal_NN,-0.118977445,,,,,,,,,,,,,,,,,,,,,,,,
heard_VBD,0.118289811,,,,,heard_VBD,0.118289811,,level_NN,0.06628918,,heard_VBD,0.118289811,,,,,,,,,,,,,,,,,,,,,,,,
woman_NN,0.11828614,,,,,woman_NN,0.11828614,,themselves_PPLS,0.066079225,,woman_NN,0.11828614,,,,,,,,,,,,,,,,,,,,,,,,
words_NNS,0.117512278,,,,,words_NNS,0.117512278,,affordable_JJ,0.065829712,,words_NNS,-0.117512278,,,,,,,,,,,,,,,,,,,,,,,,
access_NN,0.117282169,,,,,access_NN,0.117282169,,billions_NNS,0.065175482,,access_NN,-0.117282169,,,,,,,,,,,,,,,,,,,,,,,,
exactly_RB,0.117247516,,,,,exactly_RB,0.117247516,,night_NN,0.065076209,,exactly_RB,-0.117247516,,,,,,,,,,,,,,,,,,,,,,,,
join_VB,0.11673118,,,,,join_VB,0.11673118,,big_JJ,0.065004726,,join_VB,-0.11673118,,,,,,,,,,,,,,,,,,,,,,,,
coming_VBG,0.116443627,,,,,coming_VBG,0.116443627,,30_CD,0.064698972,,coming_VBG,0.116443627,,,,,,,,,,,,,,,,,,,,,,,,
her_PP$,0.11641519,,,,,her_PP$,0.11641519,,5_CD,0.064407463,,her_PP$,0.11641519,,,,,,,,,,,,,,,,,,,,,,,,
bit_NN,0.116321342,,,,,bit_NN,0.116321342,,mean_VB,0.06430587,,bit_NN,0.116321342,,,,,,,,,,,,,,,,,,,,,,,,
far_RB,0.116067056,,,,,far_RB,0.116067056,,order_NN,0.064193107,,far_RB,0.116067056,,,,,,,,,,,,,,,,,,,,,,,,
hear_VB,0.116004037,,,,,hear_VB,0.116004037,,having_HVG,0.064036315,,hear_VB,0.116004037,,,,,,,,,,,,,,,,,,,,,,,,
system_NN,0.115690332,,,,,system_NN,0.115690332,,health_NN,0.063702818,,system_NN,-0.115690332,,,,,,,,,,,,,,,,,,,,,,,,
walk_VB,0.115550546,,,,,walk_VB,0.115550546,,build_VB,0.063700188,,walk_VB,0.115550546,,,,,,,,,,,,,,,,,,,,,,,,
since_IN,0.11534866,,,,,since_IN,0.11534866,,september_NP,0.063341639,,since_IN,0.11534866,,,,,,,,,,,,,,,,,,,,,,,,
america_NP,0.113319569,,,,,america_NP,0.113319569,,provide_VB,0.06291911,,america_NP,-0.113319569,,,,,,,,,,,,,,,,,,,,,,,,
man_NN,0.112757615,,,,,man_NN,0.112757615,,changes_NNS,0.062319212,,man_NN,-0.112757615,,,,,,,,,,,,,,,,,,,,,,,,
afghanistan_NP,0.112738616,,,,,afghanistan_NP,0.112738616,,your_PP$,0.062192183,,afghanistan_NP,0.112738616,,,,,,,,,,,,,,,,,,,,,,,,
who_WPS,0.112609048,,,,,who_WPS,0.112609048,,moving_VBG,0.062165227,,who_WPS,0.112609048,,,,,,,,,,,,,,,,,,,,,,,,
listen_VB,0.112453444,,,,,listen_VB,0.112453444,,next_AP,0.061108128,,listen_VB,0.112453444,,,,,,,,,,,,,,,,,,,,,,,,
stood_VBD,0.112450348,,,,,stood_VBD,0.112450348,,decide_VB,0.061066396,,stood_VBD,0.112450348,,,,,,,,,,,,,,,,,,,,,,,,
somebody_PN,0.112404758,,,,,somebody_PN,0.112404758,,economy_NN,0.060846254,,somebody_PN,0.112404758,,,,,,,,,,,,,,,,,,,,,,,,
cuts_NNS,0.112350321,,,,,cuts_NNS,0.112350321,,dignity_NN,0.060596044,,cuts_NNS,0.112350321,,,,,,,,,,,,,,,,,,,,,,,,
defense_NN,0.112315599,,,,,defense_NN,0.112315599,,fact_NN,0.060516236,,defense_NN,-0.112315599,,,,,,,,,,,,,,,,,,,,,,,,
debt_NN,0.111950377,,,,,debt_NN,0.111950377,,her_PPO,0.060272821,,debt_NN,-0.111950377,,,,,,,,,,,,,,,,,,,,,,,,
